a,10.083886338888888,23.024421244444447,0.7813958960302348,0.9010816775123146
b,0.2601198662608696,27.672667434782603,0.6709230362613984,0.5633441848142854
c,2.658315223913043,27.067312086956523,1.5550987430353103,0.8004184798522535
d,3.973955206818182,23.727154431818178,0.8469613722784602,0.6257910738689945
e,4.8644132196428576,20.558268291666668,0.8183150110028437,0.5778194888661407
f,2.290439273142858,24.109077342857145,0.8753276685033853,0.6027750107485941
g,1.5003189157142856,24.526339342857142,0.8424087844017001,0.63724430176283
h,-3.533177395714285,24.975613885714285,1.2364795413803835,0.6240297684727077
i,-7.2894579776785715,21.668015303571426,1.2292730017104256,0.7479782364169361
j,-4.547156506666667,24.81614573333333,3.8113150084656042,0.8929474036034047
k,-6.788473484210526,24.374588789473687,0.8617137728831421,0.6544386144273079
l,-9.817546519148936,24.3334994893617,1.1058909970169168,0.8555320013490393
m,-6.044848504878049,27.705856121951218,0.7765382633352869,0.7162229729665092
n,-4.672978279268293,27.508479304878055,0.7450273145518175,0.6874056089898095
o,-9.813883163779527,21.427575496062992,1.5858390142284846,0.879822779538516
p,-11.760115712121213,21.433317454545456,1.5174615391933632,1.039645054802755
q,9.39338411111111,20.726273444444445,0.6852302948285093,0.5676625862662341
r,3.0172684348351657,20.95441289010989,1.425623248509282,0.8102791207347708
s,6.129385306896551,22.58911049425287,0.7451654680954278,0.752724136768041
t,1.9981715650178573,21.100330223214282,0.9785851667703118,0.6313272697469922
u,-4.898174626415095,21.472926537735848,2.289417390320166,0.8470739271435713
v,1.25078307635,27.524739599999997,0.6536295122235716,0.854442400198129
w,6.930460834210526,20.20881307894737,0.7987006926002223,0.5548904933975418
x,5.171767990000001,25.481510399999998,0.8405838282804997,0.40582637198343874
y,-3.891786528611112,21.588324638888892,2.5533397593720784,0.8956249603850237
z,8.71139821818182,26.683475090909095,0.8719052875616312,0.347886635595682
